order_id,user_id,order_date,order_status,total_amount,name,email,gender,city,signup_date,order_item_id,product_id,quantity,item_price,item_total,product_name,category,brand,price,product_rating,review_rating,review_text
O00005092,U002908,2024-08-30 01:12:33,completed,967.78,Gina Tucker,richardsonbenjamin@example.com,Other,Lake Stacyfort,2025-06-17,I00011066,P000432,1,58.1,58.1,Harbor Develop,Pet Supplies,Harbor,58.1,3.07,,
O00005092,U002908,2024-08-30 01:12:33,completed,967.78,Gina Tucker,richardsonbenjamin@example.com,Other,Lake Stacyfort,2025-06-17,I00011067,P000385,1,756.87,756.87,Willow Mouth,Electronics,Willow,756.87,3.96,,
O00005093,U007975,2024-06-28 01:34:58,shipped,168.5,Kimberly Lester,angelascott@example.net,Male,New Jean,2025-04-28,I00011068,P000187,1,134.5,134.5,Harbor For,Sports,Harbor,134.5,4.84,4.0,Highly recommend this brand.
O00005093,U007975,2024-06-28 01:34:58,shipped,168.5,Kimberly Lester,angelascott@example.net,Male,New Jean,2025-04-28,I00011069,P000728,1,34.0,34.0,Solace Around,Beauty,Solace,34.0,2.92,,
O00005094,U009553,2024-08-10 18:13:02,returned,47.35,John Rivera,kpowell@example.org,Other,Kimberlymouth,2025-10-27,I00011070,P001437,1,47.35,47.35,Solace Hundred,Pet Supplies,Solace,47.35,2.95,,
O00005095,U001204,2025-11-08 22:26:10,cancelled,931.37,Monica Hebert,jamesmartin@example.com,Female,East Kelsey,2024-02-17,I00011071,P000289,2,68.32,136.64,NeoTech Position,Books,NeoTech,68.32,4.84,3.0,"Not as expected, quality is poor."
O00005095,U001204,2025-11-08 22:26:10,cancelled,931.37,Monica Hebert,jamesmartin@example.com,Female,East Kelsey,2024-02-17,I00011072,P000193,1,794.73,794.73,Everest Nearly,Automotive,Everest,794.73,4.21,5.0,Color was different from images.
O00005096,U001769,2024-02-23 03:25:08,returned,2033.38,Heather Martinez,zwilson@example.com,Female,East Jennifer,2025-08-31,I00011073,P001508,2,1016.69,2033.38,Pulse Ok,Electronics,Pulse,1016.69,4.32,,
O00005097,U008824,2024-04-08 21:28:44,processing,215.6,Anthony Johnson,manderson@example.com,Female,Salasstad,2025-06-17,I00011074,P001679,1,215.6,215.6,GreenLeaf Wrong,Sports,GreenLeaf,215.6,3.21,3.0,Fast shipping and good packaging.
O00005098,U005128,2025-04-26 19:38:54,completed,1233.42,Sally Moss,nelsonjames@example.net,Male,Port Brookeshire,2024-04-07,I00011075,P001961,1,1038.94,1038.94,NeoTech Write,Electronics,NeoTech,1038.94,3.18,,
O00005098,U005128,2025-04-26 19:38:54,completed,1233.42,Sally Moss,nelsonjames@example.net,Male,Port Brookeshire,2024-04-07,I00011076,P001244,2,25.57,51.14,Zenith Reduce,Books,Zenith,25.57,4.53,1.0,"Not as expected, quality is poor."
O00005098,U005128,2025-04-26 19:38:54,completed,1233.42,Sally Moss,nelsonjames@example.net,Male,Port Brookeshire,2024-04-07,I00011077,P001279,1,64.27,64.27,GreenLeaf Size,Toys,GreenLeaf,64.27,3.28,3.0,Highly recommend this brand.
O00005098,U005128,2025-04-26 19:38:54,completed,1233.42,Sally Moss,nelsonjames@example.net,Male,Port Brookeshire,2024-04-07,I00011078,P001888,1,16.14,16.14,NeoTech Late,Groceries,NeoTech,16.14,2.95,,
O00005098,U005128,2025-04-26 19:38:54,completed,1233.42,Sally Moss,nelsonjames@example.net,Male,Port Brookeshire,2024-04-07,I00011079,P000452,1,37.56,37.56,Zenith Total,Books,Zenith,37.56,4.64,,
O00005098,U005128,2025-04-26 19:38:54,completed,1233.42,Sally Moss,nelsonjames@example.net,Male,Port Brookeshire,2024-04-07,I00011080,P001950,1,25.37,25.37,Pulse No,Groceries,Pulse,25.37,3.1,,
O00005099,U001792,2024-04-27 11:40:03,cancelled,408.88,James Morgan,paigecortez@example.com,Female,Dicksonburgh,2024-06-29,I00011081,P001169,1,180.9,180.9,Solace Education,Sports,Solace,180.9,3.95,,
O00005099,U001792,2024-04-27 11:40:03,cancelled,408.88,James Morgan,paigecortez@example.com,Female,Dicksonburgh,2024-06-29,I00011082,P001927,2,32.11,64.22,Pulse Conference,Pet Supplies,Pulse,32.11,2.78,4.0,Color was different from images.
O00005099,U001792,2024-04-27 11:40:03,cancelled,408.88,James Morgan,paigecortez@example.com,Female,Dicksonburgh,2024-06-29,I00011083,P000036,2,81.88,163.76,Orion Laugh,Sports,Orion,81.88,3.64,5.0,Customer service was helpful.
O00005100,U001449,2025-04-26 06:28:26,returned,111.12,Benjamin Maynard,amber70@example.com,Other,Andrewshire,2025-05-15,I00011084,P000785,1,111.12,111.12,Orion Down,Toys,Orion,111.12,2.82,,
O00005101,U004273,2024-02-12 02:35:06,cancelled,20.74,Catherine Ballard,juliaball@example.org,Other,Monicafurt,2025-11-12,I00011085,P000340,1,20.74,20.74,Zenith Life,Groceries,Zenith,20.74,2.7,,
O00005102,U003873,2024-08-21 22:22:26,shipped,767.11,Jasmine Smith,jasonrodriguez@example.com,Other,Carpenterview,2025-11-09,I00011086,P001532,3,137.82,413.46,NeoTech Admit,Electronics,NeoTech,137.82,4.65,,
O00005102,U003873,2024-08-21 22:22:26,shipped,767.11,Jasmine Smith,jasonrodriguez@example.com,Other,Carpenterview,2025-11-09,I00011087,P000442,1,353.65,353.65,Everest Than,Home & Kitchen,Everest,353.65,4.66,2.0,"Excellent product, will buy again."
O00005103,U001260,2024-09-10 19:07:13,shipped,88.97,Christopher Hayes,warrenandrew@example.net,Female,New Brianstad,2025-03-18,I00011088,P001160,1,88.97,88.97,Everest Compare,Sports,Everest,88.97,2.5,,
O00005104,U000544,2024-04-25 06:23:08,returned,22.55,Julian Johnson,zpark@example.net,Female,Jenniferfurt,2024-03-16,I00011089,P000714,1,22.55,22.55,Everest Economic,Groceries,Everest,22.55,3.91,,
O00005105,U001654,2025-10-20 18:56:50,cancelled,642.88,Timothy Adams,mariahgill@example.com,Other,East Jillian,2024-02-03,I00011090,P000246,2,216.58,433.16,Willow Because,Automotive,Willow,216.58,3.89,,
O00005105,U001654,2025-10-20 18:56:50,cancelled,642.88,Timothy Adams,mariahgill@example.com,Other,East Jillian,2024-02-03,I00011091,P000728,1,34.0,34.0,Solace Around,Beauty,Solace,34.0,2.92,4.0,Item arrived damaged.
O00005105,U001654,2025-10-20 18:56:50,cancelled,642.88,Timothy Adams,mariahgill@example.com,Other,East Jillian,2024-02-03,I00011092,P001589,1,175.72,175.72,Harbor Else,Electronics,Harbor,175.72,3.7,5.0,Fast shipping and good packaging.
O00005106,U005323,2025-05-28 15:02:15,processing,835.66,John Berger,zvelasquez@example.net,Male,Port Brandi,2024-10-14,I00011093,P001982,1,835.66,835.66,Harbor Better,Electronics,Harbor,835.66,4.29,2.0,Item arrived damaged.
O00005107,U002969,2024-02-19 16:50:39,processing,114.08,Rachel Ward,michaelarmstrong@example.net,Male,Lake Anthonyfort,2025-07-16,I00011094,P001377,1,22.11,22.11,Harbor Month,Groceries,Harbor,22.11,4.59,5.0,Customer service was helpful.
O00005107,U002969,2024-02-19 16:50:39,processing,114.08,Rachel Ward,michaelarmstrong@example.net,Male,Lake Anthonyfort,2025-07-16,I00011095,P001151,1,32.07,32.07,Zenith Sit,Pet Supplies,Zenith,32.07,4.52,5.0,Value for money.
O00005107,U002969,2024-02-19 16:50:39,processing,114.08,Rachel Ward,michaelarmstrong@example.net,Male,Lake Anthonyfort,2025-07-16,I00011096,P001980,1,59.9,59.9,Solace Door,Automotive,Solace,59.9,3.96,,
O00005108,U000659,2025-06-14 23:24:32,cancelled,650.72,Jo Shaffer,selenarobinson@example.org,Male,East Tara,2025-07-23,I00011097,P000735,1,639.96,639.96,Nimbus City,Automotive,Nimbus,639.96,3.45,,
O00005108,U000659,2025-06-14 23:24:32,cancelled,650.72,Jo Shaffer,selenarobinson@example.org,Male,East Tara,2025-07-23,I00011098,P000440,1,10.76,10.76,Solace Think,Beauty,Solace,10.76,4.86,5.0,Works perfectly!
O00005109,U004911,2025-06-10 07:51:43,processing,282.64,Christopher Lowery,robert90@example.com,Other,Port Jeremiah,2025-08-20,I00011099,P001974,1,282.64,282.64,Astra Animal,Automotive,Astra,282.64,4.0,,
O00005110,U008925,2025-06-18 12:20:31,cancelled,1319.87,Sarah Turner,lynngarza@example.com,Male,Christopherport,2025-03-13,I00011100,P001349,3,84.98,254.94,Acme Popular,Beauty,Acme,84.98,2.99,,
O00005110,U008925,2025-06-18 12:20:31,cancelled,1319.87,Sarah Turner,lynngarza@example.com,Male,Christopherport,2025-03-13,I00011101,P000305,1,295.31,295.31,Everest Scientist,Home & Kitchen,Everest,295.31,3.75,,
O00005110,U008925,2025-06-18 12:20:31,cancelled,1319.87,Sarah Turner,lynngarza@example.com,Male,Christopherport,2025-03-13,I00011102,P000844,1,31.98,31.98,NeoTech Second,Toys,NeoTech,31.98,3.42,,
O00005110,U008925,2025-06-18 12:20:31,cancelled,1319.87,Sarah Turner,lynngarza@example.com,Male,Christopherport,2025-03-13,I00011103,P000690,2,368.82,737.64,NeoTech Interesting,Home & Kitchen,NeoTech,368.82,3.32,,
O00005111,U007680,2025-03-16 11:46:40,completed,136.97,Jennifer Vazquez,amber07@example.org,Male,East Sherryport,2024-06-28,I00011104,P000844,2,31.98,63.96,NeoTech Second,Toys,NeoTech,31.98,3.42,5.0,Decent product for the price.
O00005111,U007680,2025-03-16 11:46:40,completed,136.97,Jennifer Vazquez,amber07@example.org,Male,East Sherryport,2024-06-28,I00011105,P001803,1,73.01,73.01,NeoTech Throughout,Beauty,NeoTech,73.01,2.71,,
O00005112,U001734,2024-01-09 21:02:13,cancelled,347.94,Darlene Mullins,davisautumn@example.org,Female,Port Steven,2025-10-06,I00011106,P000241,2,148.45,296.9,Orion Idea,Clothing,Orion,148.45,4.55,4.0,Color was different from images.
O00005112,U001734,2024-01-09 21:02:13,cancelled,347.94,Darlene Mullins,davisautumn@example.org,Female,Port Steven,2025-10-06,I00011107,P001576,1,51.04,51.04,Nimbus Treat,Sports,Nimbus,51.04,4.64,,
O00005113,U000160,2024-05-24 03:44:16,processing,262.98,Kelly Evans,jenniferho@example.net,Other,Port Michael,2025-01-11,I00011108,P000801,1,31.7,31.7,Everest Voice,Pet Supplies,Everest,31.7,3.86,4.0,Customer service was helpful.
O00005113,U000160,2024-05-24 03:44:16,processing,262.98,Kelly Evans,jenniferho@example.net,Other,Port Michael,2025-01-11,I00011109,P001255,3,37.59,112.77,Harbor Discuss,Groceries,Harbor,37.59,2.93,,
O00005113,U000160,2024-05-24 03:44:16,processing,262.98,Kelly Evans,jenniferho@example.net,Other,Port Michael,2025-01-11,I00011110,P000107,1,118.51,118.51,GreenLeaf Throughout,Books,GreenLeaf,118.51,2.85,,
O00005114,U005493,2024-11-05 20:04:33,returned,582.9,Elizabeth Gallagher,candrade@example.org,Female,Murrayport,2024-03-15,I00011111,P000299,2,291.45,582.9,Zenith Partner,Automotive,Zenith,291.45,3.06,5.0,Fast shipping and good packaging.
O00005115,U006987,2024-06-18 09:05:53,cancelled,65.78,Patricia Carter,marksanders@example.com,Other,Lake Scotthaven,2024-08-07,I00011112,P000340,1,20.74,20.74,Zenith Life,Groceries,Zenith,20.74,2.7,4.0,Color was different from images.
O00005115,U006987,2024-06-18 09:05:53,cancelled,65.78,Patricia Carter,marksanders@example.com,Other,Lake Scotthaven,2024-08-07,I00011113,P000801,1,31.7,31.7,Everest Voice,Pet Supplies,Everest,31.7,3.86,,
O00005115,U006987,2024-06-18 09:05:53,cancelled,65.78,Patricia Carter,marksanders@example.com,Other,Lake Scotthaven,2024-08-07,I00011114,P000590,1,13.34,13.34,NeoTech Protect,Beauty,NeoTech,13.34,2.68,2.0,Value for money.
O00005116,U003761,2024-04-28 22:24:46,processing,259.74,Jean Gutierrez,rwall@example.com,Male,Port Megan,2024-09-25,I00011115,P000207,1,227.28,227.28,GreenLeaf Painting,Clothing,GreenLeaf,227.28,3.4,,
O00005116,U003761,2024-04-28 22:24:46,processing,259.74,Jean Gutierrez,rwall@example.com,Male,Port Megan,2024-09-25,I00011116,P001009,1,32.46,32.46,Orion Pull,Sports,Orion,32.46,2.86,,
O00005117,U005295,2024-10-07 00:48:47,returned,69.66,Ronald Ramirez,josephperez@example.org,Other,Weaverchester,2025-02-15,I00011117,P001253,1,42.45,42.45,Zenith Red,Books,Zenith,42.45,4.3,4.0,"Excellent product, will buy again."
O00005117,U005295,2024-10-07 00:48:47,returned,69.66,Ronald Ramirez,josephperez@example.org,Other,Weaverchester,2025-02-15,I00011118,P000077,1,27.21,27.21,Solace Particular,Toys,Solace,27.21,3.91,,
O00005118,U002898,2024-10-27 18:33:53,cancelled,209.65,Kelly Perry,ldiaz@example.com,Male,Lake Nicole,2024-02-06,I00011119,P000538,1,63.48,63.48,GreenLeaf Painting,Toys,GreenLeaf,63.48,4.18,2.0,"Excellent product, will buy again."
O00005118,U002898,2024-10-27 18:33:53,cancelled,209.65,Kelly Perry,ldiaz@example.com,Male,Lake Nicole,2024-02-06,I00011120,P000869,1,146.17,146.17,Harbor Nature,Sports,Harbor,146.17,3.17,3.0,Decent product for the price.
O00005119,U004576,2025-03-08 07:41:22,shipped,203.57,Abigail Valentine,larajonathan@example.org,Female,Heatherville,2024-11-08,I00011121,P001825,1,203.57,203.57,Solace People,Home & Kitchen,Solace,203.57,4.12,5.0,Item arrived damaged.
O00005120,U000899,2024-09-13 22:58:36,completed,224.76,Jonathan Sims,lisawalker@example.com,Female,New Crystal,2025-10-08,I00011122,P000570,1,108.5,108.5,Astra Where,Automotive,Astra,108.5,2.68,,
O00005120,U000899,2024-09-13 22:58:36,completed,224.76,Jonathan Sims,lisawalker@example.com,Female,New Crystal,2025-10-08,I00011123,P000898,1,116.26,116.26,Zenith Although,Sports,Zenith,116.26,4.42,,
O00005121,U003244,2025-06-09 21:30:14,processing,349.54,Tiffany Cook,sarahrichardson@example.org,Female,Phelpsfurt,2025-07-20,I00011124,P000649,1,27.91,27.91,Pulse Six,Toys,Pulse,27.91,3.7,,
O00005121,U003244,2025-06-09 21:30:14,processing,349.54,Tiffany Cook,sarahrichardson@example.org,Female,Phelpsfurt,2025-07-20,I00011125,P000792,1,228.3,228.3,Zenith Might,Sports,Zenith,228.3,3.99,,
O00005121,U003244,2025-06-09 21:30:14,processing,349.54,Tiffany Cook,sarahrichardson@example.org,Female,Phelpsfurt,2025-07-20,I00011126,P000545,1,55.49,55.49,Pulse Understand,Sports,Pulse,55.49,3.04,,
O00005121,U003244,2025-06-09 21:30:14,processing,349.54,Tiffany Cook,sarahrichardson@example.org,Female,Phelpsfurt,2025-07-20,I00011127,P000427,1,37.84,37.84,NeoTech Pick,Pet Supplies,NeoTech,37.84,4.09,,
O00005122,U002322,2025-05-18 15:36:18,processing,366.84,Danielle Boyer,vtapia@example.net,Other,West Joseph,2024-02-25,I00011128,P000855,1,366.84,366.84,Acme Room,Sports,Acme,366.84,3.4,,
O00005123,U004265,2024-10-30 07:31:02,returned,90.65,Henry Smith,joewarren@example.org,Male,Cathyshire,2025-06-13,I00011129,P001929,1,90.65,90.65,Willow Front,Books,Willow,90.65,4.04,4.0,"Excellent product, will buy again."
O00005124,U009926,2024-02-19 06:53:13,cancelled,705.88,William Boyle,erica13@example.org,Male,Port Amy,2024-08-25,I00011130,P001641,1,705.88,705.88,NeoTech Purpose,Automotive,NeoTech,705.88,3.24,,
O00005125,U003411,2024-05-02 20:43:11,cancelled,781.29,Tony Thomas,kerry42@example.org,Male,South Chaseside,2025-01-16,I00011131,P000817,1,134.54,134.54,Orion Adult,Beauty,Orion,134.54,2.8,1.0,Customer service was helpful.
O00005125,U003411,2024-05-02 20:43:11,cancelled,781.29,Tony Thomas,kerry42@example.org,Male,South Chaseside,2025-01-16,I00011132,P000762,3,185.46,556.38,Everest Response,Clothing,Everest,185.46,3.87,,
O00005125,U003411,2024-05-02 20:43:11,cancelled,781.29,Tony Thomas,kerry42@example.org,Male,South Chaseside,2025-01-16,I00011133,P001062,1,90.37,90.37,Acme Paper,Sports,Acme,90.37,2.67,,
O00005126,U002678,2024-06-25 10:41:09,processing,231.59,Jennifer Palmer,herrerarachael@example.com,Female,West Patrickberg,2025-07-26,I00011134,P000103,1,13.77,13.77,Harbor Two,Books,Harbor,13.77,2.7,,
O00005126,U002678,2024-06-25 10:41:09,processing,231.59,Jennifer Palmer,herrerarachael@example.com,Female,West Patrickberg,2025-07-26,I00011135,P000175,1,22.44,22.44,GreenLeaf Company,Automotive,GreenLeaf,22.44,3.04,,
O00005126,U002678,2024-06-25 10:41:09,processing,231.59,Jennifer Palmer,herrerarachael@example.com,Female,West Patrickberg,2025-07-26,I00011136,P000733,2,97.69,195.38,Nimbus Check,Beauty,Nimbus,97.69,4.25,,
O00005127,U004393,2024-08-12 07:09:07,processing,1387.66,Mathew Anderson,duffycody@example.net,Male,North Jenniferchester,2024-12-29,I00011137,P001542,1,355.14,355.14,Willow Message,Electronics,Willow,355.14,2.52,,
O00005127,U004393,2024-08-12 07:09:07,processing,1387.66,Mathew Anderson,duffycody@example.net,Male,North Jenniferchester,2024-12-29,I00011138,P001336,3,260.9,782.7,Solace Section,Home & Kitchen,Solace,260.9,2.76,,
O00005127,U004393,2024-08-12 07:09:07,processing,1387.66,Mathew Anderson,duffycody@example.net,Male,North Jenniferchester,2024-12-29,I00011139,P001921,2,124.91,249.82,GreenLeaf Voice,Automotive,GreenLeaf,124.91,3.34,,
O00005128,U009205,2024-09-12 06:50:34,shipped,40.0,David Porter,rebeccakline@example.org,Other,Michaelfurt,2025-10-23,I00011140,P001489,1,40.0,40.0,Everest Now,Pet Supplies,Everest,40.0,3.23,4.0,Color was different from images.
O00005129,U006450,2024-06-29 14:34:11,cancelled,575.67,Eric Jensen,stephaniebaker@example.net,Female,Jonesfort,2024-09-25,I00011141,P000237,3,191.89,575.67,Zenith Thus,Automotive,Zenith,191.89,2.97,,
O00005130,U009880,2024-04-15 11:03:44,returned,1857.5,Miranda Wilkins,erika41@example.com,Other,North Mary,2025-08-02,I00011142,P000885,3,606.7,1820.1,Nimbus Whose,Automotive,Nimbus,606.7,4.33,,
O00005130,U009880,2024-04-15 11:03:44,returned,1857.5,Miranda Wilkins,erika41@example.com,Other,North Mary,2025-08-02,I00011143,P000399,1,37.4,37.4,Astra Reveal,Books,Astra,37.4,4.29,3.0,Customer service was helpful.
O00005131,U002479,2024-03-29 06:33:27,completed,272.92,Michael Gomez,hannahfields@example.com,Female,Andrewburgh,2025-01-17,I00011144,P000539,2,45.11,90.22,Zenith Skill,Clothing,Zenith,45.11,3.38,,
O00005131,U002479,2024-03-29 06:33:27,completed,272.92,Michael Gomez,hannahfields@example.com,Female,Andrewburgh,2025-01-17,I00011145,P001053,1,108.8,108.8,NeoTech Market,Beauty,NeoTech,108.8,2.79,,
O00005131,U002479,2024-03-29 06:33:27,completed,272.92,Michael Gomez,hannahfields@example.com,Female,Andrewburgh,2025-01-17,I00011146,P000042,2,36.95,73.9,NeoTech Power,Toys,NeoTech,36.95,4.49,,
O00005132,U004547,2025-05-21 17:12:34,completed,105.54,Anthony Bryant,mhester@example.org,Male,East Coltonfurt,2024-11-04,I00011147,P001832,2,52.77,105.54,Orion Medical,Home & Kitchen,Orion,52.77,4.16,,
O00005133,U009322,2024-04-17 03:11:20,completed,495.44,Rebecca Fritz,andrewrobertson@example.com,Other,Ingramberg,2024-04-28,I00011148,P000349,1,474.22,474.22,Zenith Need,Electronics,Zenith,474.22,3.07,,
O00005133,U009322,2024-04-17 03:11:20,completed,495.44,Rebecca Fritz,andrewrobertson@example.com,Other,Ingramberg,2024-04-28,I00011149,P000661,2,10.61,21.22,Acme Black,Toys,Acme,10.61,4.03,3.0,"Excellent product, will buy again."
O00005134,U003802,2025-02-15 19:26:29,returned,230.66,William Heath,kimberlybuchanan@example.org,Female,Christianchester,2025-03-08,I00011150,P000098,1,63.31,63.31,Nimbus Computer,Beauty,Nimbus,63.31,3.94,,
O00005134,U003802,2025-02-15 19:26:29,returned,230.66,William Heath,kimberlybuchanan@example.org,Female,Christianchester,2025-03-08,I00011151,P001303,1,54.36,54.36,GreenLeaf Be,Clothing,GreenLeaf,54.36,4.34,,
O00005134,U003802,2025-02-15 19:26:29,returned,230.66,William Heath,kimberlybuchanan@example.org,Female,Christianchester,2025-03-08,I00011152,P001221,1,79.93,79.93,NeoTech Job,Clothing,NeoTech,79.93,4.51,,
O00005134,U003802,2025-02-15 19:26:29,returned,230.66,William Heath,kimberlybuchanan@example.org,Female,Christianchester,2025-03-08,I00011153,P001099,1,33.06,33.06,GreenLeaf List,Books,GreenLeaf,33.06,4.49,,
O00005135,U004502,2024-01-08 08:17:45,processing,2107.92,Robert Le,rebeccazimmerman@example.net,Female,Patrickhaven,2025-08-05,I00011154,P000531,1,167.72,167.72,Nimbus Young,Beauty,Nimbus,167.72,4.13,4.0,Item arrived damaged.
O00005135,U004502,2024-01-08 08:17:45,processing,2107.92,Robert Le,rebeccazimmerman@example.net,Female,Patrickhaven,2025-08-05,I00011155,P001706,2,970.1,1940.2,Willow Measure,Electronics,Willow,970.1,4.04,,
O00005136,U008162,2024-11-18 21:43:29,processing,116.37,Andrew Harrell,erandall@example.net,Other,East Mark,2025-06-08,I00011156,P000420,3,38.79,116.37,Astra Federal,Books,Astra,38.79,4.38,,
O00005137,U003234,2025-09-13 17:13:39,shipped,2.48,Courtney Sutton,berrydouglas@example.org,Other,Caseyland,2025-06-20,I00011157,P001218,1,2.48,2.48,NeoTech Food,Groceries,NeoTech,2.48,2.9,,
O00005138,U002679,2024-07-04 02:06:26,returned,88.08,Sophia Green,jamesmorris@example.org,Female,North Jackburgh,2024-04-23,I00011158,P001458,2,29.08,58.16,NeoTech Leader,Automotive,NeoTech,29.08,4.44,,
O00005138,U002679,2024-07-04 02:06:26,returned,88.08,Sophia Green,jamesmorris@example.org,Female,North Jackburgh,2024-04-23,I00011159,P000465,2,14.96,29.92,Nimbus Professional,Toys,Nimbus,14.96,4.33,,
O00005139,U004632,2024-03-18 07:53:45,shipped,26.13,Raymond Allen,josephpierce@example.net,Other,Dunnchester,2025-07-02,I00011160,P001962,1,26.13,26.13,Everest Reality,Groceries,Everest,26.13,3.22,,
O00005140,U005390,2025-03-27 10:06:47,returned,1464.64,Carlos Lucero,davisrichard@example.net,Female,Brianastad,2024-06-10,I00011161,P000820,1,974.16,974.16,Orion Get,Automotive,Orion,974.16,2.51,,
O00005140,U005390,2025-03-27 10:06:47,returned,1464.64,Carlos Lucero,davisrichard@example.net,Female,Brianastad,2024-06-10,I00011162,P001259,1,490.48,490.48,Solace How,Electronics,Solace,490.48,4.24,,
O00005141,U003897,2024-06-06 02:27:34,returned,85.85,Ryan Cline,albert05@example.net,Other,Daleborough,2024-03-08,I00011163,P001122,2,13.85,27.7,Nimbus At,Beauty,Nimbus,13.85,2.56,,
O00005141,U003897,2024-06-06 02:27:34,returned,85.85,Ryan Cline,albert05@example.net,Other,Daleborough,2024-03-08,I00011164,P000015,1,58.15,58.15,GreenLeaf Common,Pet Supplies,GreenLeaf,58.15,3.5,,
O00005142,U004391,2024-03-20 07:25:47,shipped,1283.59,Debra Strong,heather60@example.net,Other,Lisafort,2024-09-25,I00011165,P000231,1,178.96,178.96,Zenith Behavior,Electronics,Zenith,178.96,3.27,,
O00005142,U004391,2024-03-20 07:25:47,shipped,1283.59,Debra Strong,heather60@example.net,Other,Lisafort,2024-09-25,I00011166,P000410,1,83.41,83.41,Nimbus Surface,Beauty,Nimbus,83.41,3.1,,
O00005142,U004391,2024-03-20 07:25:47,shipped,1283.59,Debra Strong,heather60@example.net,Other,Lisafort,2024-09-25,I00011167,P000961,1,698.45,698.45,Solace Close,Automotive,Solace,698.45,4.55,,
O00005142,U004391,2024-03-20 07:25:47,shipped,1283.59,Debra Strong,heather60@example.net,Other,Lisafort,2024-09-25,I00011168,P001100,1,322.77,322.77,Nimbus Investment,Sports,Nimbus,322.77,3.8,4.0,Item arrived damaged.
O00005143,U004017,2025-05-09 11:40:21,cancelled,46.4,Daniel Moore,juliedean@example.net,Male,East Roberto,2025-06-28,I00011169,P000253,1,46.4,46.4,Harbor Reduce,Groceries,Harbor,46.4,3.4,,
O00005144,U008074,2025-06-28 21:54:58,shipped,1573.59,Robert Taylor,kevin76@example.com,Other,New Edwardberg,2025-11-10,I00011170,P001555,2,238.08,476.16,Acme Book,Automotive,Acme,238.08,3.46,,
O00005144,U008074,2025-06-28 21:54:58,shipped,1573.59,Robert Taylor,kevin76@example.com,Other,New Edwardberg,2025-11-10,I00011171,P000387,2,435.72,871.44,Acme Store,Automotive,Acme,435.72,3.9,,
O00005144,U008074,2025-06-28 21:54:58,shipped,1573.59,Robert Taylor,kevin76@example.com,Other,New Edwardberg,2025-11-10,I00011172,P000412,1,225.99,225.99,Orion News,Home & Kitchen,Orion,225.99,4.0,,
O00005145,U000608,2024-02-18 23:43:32,shipped,452.72,Richard Porter,staciereilly@example.org,Female,Lake Amyhaven,2025-09-21,I00011173,P000846,2,226.36,452.72,Willow Recent,Automotive,Willow,226.36,3.51,,
O00005146,U002166,2025-09-14 17:33:03,completed,371.22,Tara Banks,stonejesus@example.org,Male,New Sarahchester,2024-08-13,I00011174,P000083,2,126.24,252.48,Harbor Spring,Toys,Harbor,126.24,4.2,,
O00005146,U002166,2025-09-14 17:33:03,completed,371.22,Tara Banks,stonejesus@example.org,Male,New Sarahchester,2024-08-13,I00011175,P000674,1,21.11,21.11,GreenLeaf Seem,Pet Supplies,GreenLeaf,21.11,3.85,,
O00005146,U002166,2025-09-14 17:33:03,completed,371.22,Tara Banks,stonejesus@example.org,Male,New Sarahchester,2024-08-13,I00011176,P000914,1,97.63,97.63,Harbor Meeting,Pet Supplies,Harbor,97.63,4.21,,
O00005147,U003730,2024-09-02 06:36:01,returned,421.63,Michael Gardner,lawrencealexis@example.net,Male,Watsonborough,2024-12-18,I00011177,P001417,1,373.48,373.48,GreenLeaf Less,Automotive,GreenLeaf,373.48,4.59,3.0,Value for money.
O00005147,U003730,2024-09-02 06:36:01,returned,421.63,Michael Gardner,lawrencealexis@example.net,Male,Watsonborough,2024-12-18,I00011178,P001356,1,48.15,48.15,Zenith Center,Toys,Zenith,48.15,2.52,,
O00005148,U009567,2024-05-16 21:17:59,processing,55.59,Christina Leach,vanessafranklin@example.com,Male,Rebekahhaven,2025-06-29,I00011179,P001972,1,38.53,38.53,Pulse Establish,Pet Supplies,Pulse,38.53,2.93,3.0,"Not as expected, quality is poor."
O00005148,U009567,2024-05-16 21:17:59,processing,55.59,Christina Leach,vanessafranklin@example.com,Male,Rebekahhaven,2025-06-29,I00011180,P000453,1,17.06,17.06,Everest Various,Home & Kitchen,Everest,17.06,3.34,,
O00005149,U000780,2025-05-20 02:53:48,processing,40.7,Cassandra Taylor,alan44@example.com,Male,Bautistashire,2024-05-10,I00011181,P001399,1,40.7,40.7,Nimbus Foreign,Books,Nimbus,40.7,4.62,4.0,Decent product for the price.
O00005150,U008958,2025-01-02 22:22:18,completed,363.09,Victoria Garcia,mary03@example.com,Other,Townsendshire,2024-12-21,I00011182,P000574,3,121.03,363.09,Astra Computer,Beauty,Astra,121.03,2.74,,
O00005151,U001484,2025-03-20 13:10:46,processing,1243.77,Jimmy Tucker,valeriearnold@example.net,Male,North Joseph,2024-01-12,I00011183,P000211,3,104.68,314.04,Acme Performance,Toys,Acme,104.68,4.68,,
O00005151,U001484,2025-03-20 13:10:46,processing,1243.77,Jimmy Tucker,valeriearnold@example.net,Male,North Joseph,2024-01-12,I00011184,P001711,1,929.73,929.73,Acme Here,Electronics,Acme,929.73,2.77,,
